account_id,company_size,plan,monthly_revenue,tenure_months,login_count_30d,feature_adoption_pct,support_tickets_90d,nps_score,contract_end_days,last_login_days_ago,billing_failures_6m,integrations_active,onboarding_complete,cs_health_score,churned_90d
ACCT-0570,Medium,Business,374.25,4,8,67.3,3,10,358,1,0,3,false,5.0,1
ACCT-0571,Large,Pro,1207.13,10,9,20.3,1,5,162,2,0,2,0,,0
ACCT-0572,Medium,Starter,569.21,22,8,47.6,1,8,180,26,0,2,True,10.0,1
ACCT-0573,Medium,Business,631.85,4,13,70.8,2,MISSING,43,25,1,2,true,5.0,1
ACCT-0574,Enterprise,Business,715.8,8,11,53.1,3,5,246,2,1,4,0,9.0,1
ACCT-0575,Enterprise,Business,813.86,9,13,13.0,0,0,30,1,0,1,false,3.0,1
ACCT-0576,Small,Starter,606.08,60,5,8.7,1,10,-7,4,0,2,false,3.0,0
ACCT-0577,Enterprise,Pro,789.79,56,16,61.9,3,2,-8,0,0,1,1,2.0,0
ACCT-0578,Medium,Enterprise,2350.76,29,16,26.0,0,MISSING,312,9,0,0,0,8.0,0
ACCT-0579,Small,Business,1463.17,5,7,45.8,1,10,364,1,0,2,0,7.0,0
ACCT-0580,Medium,Starter,1333.18,1,10,26.1,1,8,227,0,1,4,1,2.0,0
ACCT-0581,MISSING,Starter,462.0,7,15,28.6,0,8,167,5,0,0,true,4.0,0
ACCT-0582,Medium,Pro,326.56,6,12,30.7,1,9,22,25,1,3,1,7.0,0
ACCT-0583,Small,Enterprise,1428.3,13,11,22.0,2,3,108,4,0,2,false,1.0,0
ACCT-0584,Medium,Pro,1340.55,27,7,49.0,3,MISSING,240,4,0,3,true,1.0,0
ACCT-0585,Small,Pro,2160.59,35,5,54.4,2,10,170,50,0,3,true,,0
ACCT-0586,Small,Starter,410.27,34,8,20.4,3,5,347,6,0,3,False,6.0,0
ACCT-0587,Small,Pro,553.55,8,10,21.3,0,9,348,4,0,3,false,2.0,0
ACCT-0588,Small,Business,179.18,21,16,64.5,2,4,133,4,0,2,false,10.0,0
ACCT-0589,Small,Starter,485.91,7,12,19.2,3,0,61,2,0,0,1,10.0,0
ACCT-0590,Small,Business,1476.24,1,14,46.8,0,10,-8,6,0,4,false,,0
ACCT-0591,Medium,Enterprise,457.97,22,14,70.7,3,10,57,5,0,0,0,3.0,0
ACCT-0592,Small,Starter,1110.3,1,5,16.9,2,10,151,3,0,3,1,,0
ACCT-0593,Small,Pro,571.12,9,12,26.3,2,5,324,1,0,2,false,5.0,0
ACCT-0594,Enterprise,Starter,861.99,7,7,25.6,5,10,252,3,1,2,0,10.0,0
ACCT-0595,Medium,Business,265.56,21,9,30.2,2,2,-10,6,0,2,False,3.0,0
ACCT-0596,Large,Pro,712.06,26,10,40.6,1,10,18,0,0,1,false,5.0,0
ACCT-0597,Small,Pro,60.77,7,8,24.5,2,9,159,1,1,3,False,7.0,0
ACCT-0598,Small,Business,572.77,30,15,49.8,6,10,174,24,0,3,false,9.0,0
ACCT-0599,Small,Starter,180.48,6,12,51.9,1,MISSING,13,6,0,3,false,,1
ACCT-0600,Small,Enterprise,1745.5,11,14,36.4,2,MISSING,269,1,1,2,True,,0
ACCT-0601,Small,Pro,1238.83,23,13,21.1,0,MISSING,97,9,0,0,0,10.0,0
ACCT-0602,Small,Starter,966.17,21,9,62.7,5,MISSING,158,1,0,0,false,9.0,0
ACCT-0603,Small,Pro,2245.77,60,11,35.9,3,N/A,139,11,0,4,False,,0
ACCT-0604,Small,Business,311.33,5,17,10.8,5,MISSING,248,11,0,4,true,5.0,0
ACCT-0605,Medium,Starter,2691.6,20,12,18.2,2,MISSING,170,8,1,4,False,9.0,0
ACCT-0606,Small,Business,1402.14,17,14,33.0,0,N/A,354,11,0,4,0,9.0,0
ACCT-0607,Medium,Enterprise,550.46,44,7,27.8,0,2,94,1,0,3,false,1.0,0
ACCT-0608,Medium,Starter,1649.94,3,14,20.5,1,1,261,10,0,2,1,6.0,0
ACCT-0609,Large,Enterprise,274.5,25,8,31.6,1,MISSING,280,1,0,3,True,,0
ACCT-0610,Small,Starter,343.91,15,19,17.8,3,9,335,3,0,2,1,6.0,0
ACCT-0611,Large,Starter,408.76,6,15,40.1,1,MISSING,-15,23,0,1,True,10.0,0
ACCT-0612,Medium,Starter,435.64,12,13,30.2,2,7,314,6,0,2,True,3.0,0
ACCT-0613,Small,Business,285.65,7,9,42.1,3,8,243,27,0,3,1,3.0,0
ACCT-0614,Enterprise,Pro,1769.53,16,12,38.3,1,N/A,263,1,1,2,0,10.0,0
ACCT-0615,Enterprise,Starter,540.73,40,10,53.3,1,MISSING,-11,5,1,2,false,5.0,0
ACCT-0616,Small,Pro,881.83,15,10,43.0,4,3,-12,1,0,1,False,,0
ACCT-0617,Small,Pro,421.46,18,17,46.5,2,MISSING,-18,8,0,3,1,4.0,0
ACCT-0618,Large,Starter,155.01,13,11,43.9,2,N/A,-14,1,0,1,true,6.0,0
ACCT-0619,Large,Business,825.55,1,13,44.1,2,7,175,2,0,0,True,5.0,0
ACCT-0620,Small,Business,144.06,5,18,48.0,3,7,-1,2,2,2,False,2.0,0
ACCT-0621,Small,Pro,629.61,12,20,37.2,1,1,268,11,1,4,true,1.0,0
ACCT-0622,Medium,Enterprise,222.59,7,13,79.6,0,0,273,1,1,0,False,6.0,0
ACCT-0623,Medium,Pro,3261.1,4,17,39.3,0,8,12,15,1,1,false,5.0,0
ACCT-0624,Medium,Enterprise,1378.97,13,8,8.9,4,3,62,1,1,1,true,9.0,1
ACCT-0625,Medium,Pro,723.86,7,17,20.8,2,5,339,0,0,2,0,7.0,0
ACCT-0626,Medium,Pro,1827.98,5,7,43.9,2,MISSING,35,4,0,3,0,1.0,0
ACCT-0627,Large,Starter,337.97,11,13,36.9,1,9,88,31,1,2,1,10.0,0
ACCT-0628,Small,Business,1027.4,3,9,36.2,2,10,278,1,0,2,False,6.0,0
ACCT-0629,Small,Pro,780.43,47,11,9.0,1,5,41,1,0,0,0,7.0,1
ACCT-0630,Large,Starter,821.57,36,12,46.3,1,MISSING,303,11,1,0,0,3.0,0
ACCT-0631,Enterprise,Starter,1840.67,22,18,11.8,1,MISSING,131,3,0,1,1,9.0,0
ACCT-0632,Medium,Pro,1195.11,2,14,68.5,1,9,299,10,1,3,1,2.0,0
ACCT-0633,Medium,Pro,837.97,27,8,26.2,0,MISSING,297,2,0,1,0,1.0,0
ACCT-0634,Small,Business,176.99,30,14,45.5,1,MISSING,238,5,0,2,False,10.0,1
ACCT-0635,Medium,Business,308.57,26,11,22.9,1,N/A,187,2,1,1,False,,0
ACCT-0636,Medium,Starter,602.95,2,15,4.7,2,N/A,223,5,0,1,True,9.0,0
ACCT-0637,Small,Business,716.73,19,14,18.4,1,3,28,12,1,2,True,7.0,0
ACCT-0638,Small,Starter,269.3,32,9,32.6,3,6,1,11,1,2,true,,0
ACCT-0639,Medium,Business,4579.48,16,7,8.6,2,2,308,6,0,2,true,1.0,0
ACCT-0640,Small,Business,2237.5,19,9,78.4,3,0,89,21,0,0,true,4.0,0
ACCT-0641,Small,Pro,1076.74,11,18,37.2,2,4,279,2,0,2,True,,0
ACCT-0642,Small,Business,704.6,14,14,28.2,4,MISSING,-29,2,0,0,1,3.0,0
ACCT-0643,Small,Starter,561.29,1,13,60.7,0,6,87,8,0,3,0,7.0,0
ACCT-0644,Small,Pro,310.59,18,15,32.4,3,MISSING,6,8,1,1,false,5.0,1
ACCT-0645,Enterprise,Business,707.67,2,14,51.3,4,10,66,0,1,1,false,9.0,0
ACCT-0646,Medium,Pro,817.46,10,16,14.7,2,6,328,7,0,3,0,3.0,0
ACCT-0647,Large,Starter,246.31,6,13,59.9,5,9,339,4,1,3,False,6.0,0
ACCT-0648,Large,Pro,869.0,14,14,17.9,2,5,226,11,1,1,True,10.0,0
ACCT-0649,Medium,Business,587.45,3,12,34.2,1,MISSING,97,13,0,1,False,2.0,0
ACCT-0650,Small,Starter,144.57,21,11,38.7,2,MISSING,328,6,0,1,false,3.0,0
ACCT-0651,Medium,Starter,334.18,29,12,63.4,3,0,125,0,0,1,False,4.0,0
ACCT-0652,Medium,Business,477.76,3,15,43.5,0,MISSING,114,8,0,2,True,6.0,0
ACCT-0653,Large,Business,3011.37,2,9,53.3,1,N/A,26,11,0,3,True,1.0,0
ACCT-0654,Medium,Starter,1038.2,3,16,25.0,1,3,39,2,0,3,True,6.0,1
ACCT-0655,Small,Starter,228.52,38,12,56.3,1,10,13,5,0,1,false,4.0,0
ACCT-0656,Small,Starter,981.25,14,10,50.5,2,10,181,27,1,4,True,8.0,0
ACCT-0657,Medium,Starter,192.9,11,9,16.6,4,5,144,3,0,3,true,9.0,0
ACCT-0658,Medium,Pro,1581.54,2,15,45.6,4,N/A,110,2,0,2,true,8.0,0
ACCT-0659,Medium,Business,456.28,19,11,20.0,3,3,45,2,0,2,0,8.0,1
ACCT-0660,Medium,Pro,617.14,36,14,40.4,2,9,127,7,0,4,True,2.0,0
ACCT-0661,MISSING,Pro,1921.07,32,17,73.3,6,0,54,24,0,4,true,10.0,0
ACCT-0662,Medium,Starter,237.52,18,7,46.1,4,MISSING,291,8,1,0,True,2.0,0
ACCT-0663,Small,Business,217.52,1,15,44.2,0,N/A,278,3,0,4,false,6.0,0
ACCT-0664,Small,Pro,417.01,2,10,35.3,1,4,-13,8,1,2,true,5.0,0
ACCT-0665,Small,Enterprise,1526.45,1,12,38.1,1,7,253,8,1,2,false,6.0,0
ACCT-0666,Small,Pro,197.26,5,13,9.9,2,4,357,7,0,2,true,,0
ACCT-0667,Small,Starter,69.01,3,19,27.3,1,N/A,11,1,1,1,1,10.0,0
ACCT-0668,Small,Pro,463.62,5,21,44.6,0,2,351,8,0,2,1,7.0,0
ACCT-0669,Small,Starter,1034.21,9,12,13.9,0,MISSING,342,4,0,1,0,5.0,0
ACCT-0670,Small,Pro,1737.51,52,11,46.4,1,MISSING,103,0,1,1,0,10.0,1
ACCT-0671,Enterprise,Starter,459.19,17,11,44.2,1,10,71,6,0,2,0,,0
ACCT-0672,Small,Starter,478.6,32,16,12.0,0,5,106,36,0,0,false,8.0,0
ACCT-0673,Medium,Business,1674.25,22,13,60.8,1,7,191,3,0,2,true,1.0,1
ACCT-0674,Medium,Starter,149.04,2,11,11.0,2,8,198,27,0,4,1,10.0,0
ACCT-0675,MISSING,Business,487.45,24,10,23.1,2,10,263,1,0,2,True,7.0,0
ACCT-0676,Small,Starter,774.59,6,9,19.4,2,10,275,11,0,1,False,4.0,0
ACCT-0677,Medium,Pro,952.77,18,14,26.7,0,9,285,1,0,1,1,5.0,0
ACCT-0678,MISSING,Pro,442.37,8,16,28.7,2,7,88,3,1,3,1,2.0,0
ACCT-0679,Enterprise,Pro,683.72,60,12,57.1,2,MISSING,68,7,0,1,True,10.0,0
ACCT-0680,Large,Starter,90.86,6,6,50.8,2,3,319,7,0,0,1,,0
ACCT-0681,Small,Starter,392.84,6,11,66.0,1,8,293,12,0,1,1,9.0,0
ACCT-0682,Small,Starter,956.05,48,11,21.0,2,N/A,128,8,1,4,1,1.0,0
ACCT-0683,Large,Starter,303.13,1,15,29.2,3,2,208,7,0,4,0,3.0,0
ACCT-0684,Enterprise,Pro,697.28,21,8,4.3,1,N/A,289,19,0,4,0,4.0,0
ACCT-0685,Medium,Enterprise,950.98,23,12,8.0,2,MISSING,304,5,1,3,true,9.0,1
ACCT-0686,Medium,Business,505.71,33,11,42.6,0,10,158,2,0,2,0,2.0,1
ACCT-0687,Small,Business,762.32,60,14,70.6,3,0,278,1,0,3,1,7.0,0
ACCT-0688,Large,Business,307.91,60,8,22.3,1,5,218,4,1,3,False,9.0,0
ACCT-0689,Small,Pro,563.81,1,10,75.0,4,7,-5,10,1,2,0,10.0,1
ACCT-0690,Small,Starter,1083.74,31,7,12.8,2,6,158,0,0,1,true,4.0,1
ACCT-0691,Medium,Enterprise,754.14,19,10,27.9,2,MISSING,363,1,1,1,true,5.0,0
ACCT-0692,Medium,Pro,416.04,19,16,23.3,1,10,109,1,0,2,false,10.0,1
ACCT-0693,Small,Pro,795.82,2,15,34.7,1,6,150,7,1,5,1,4.0,0
ACCT-0694,Small,Starter,1178.13,19,22,47.6,2,MISSING,-10,2,0,1,False,7.0,0
ACCT-0695,Medium,Pro,129.03,60,14,23.4,3,N/A,132,1,0,2,False,8.0,0
ACCT-0696,Small,Pro,1681.19,44,12,87.8,1,6,40,7,0,1,false,8.0,0
ACCT-0697,Medium,Business,508.26,10,7,50.4,3,7,51,11,1,1,False,3.0,1
ACCT-0698,Small,Pro,934.86,1,13,15.1,2,5,124,3,0,3,true,2.0,0
ACCT-0699,Medium,Starter,1733.33,8,20,13.8,2,MISSING,285,7,0,4,True,6.0,0
ACCT-0700,Medium,Enterprise,222.0,32,10,42.3,1,9,324,1,0,1,true,1.0,0
ACCT-0701,Small,Starter,377.08,22,10,5.6,2,MISSING,16,22,2,1,0,9.0,0
ACCT-0702,Small,Pro,528.03,11,12,71.8,1,7,163,3,0,1,True,7.0,0
ACCT-0703,Small,Starter,355.31,1,15,48.0,2,MISSING,193,48,1,3,False,,0
ACCT-0704,Small,Business,2664.97,10,14,38.7,3,2,206,31,0,1,1,7.0,1
ACCT-0705,MISSING,Enterprise,335.15,11,11,26.8,2,MISSING,249,12,0,0,True,5.0,0
ACCT-0706,Small,Starter,426.48,47,21,37.5,1,MISSING,-21,0,0,2,true,5.0,0
ACCT-0707,Large,Business,783.3,18,11,35.3,1,7,345,6,1,3,true,7.0,0
ACCT-0708,Small,Starter,254.24,7,11,68.4,0,N/A,121,1,1,0,0,7.0,0
ACCT-0709,Large,Enterprise,484.66,13,11,27.8,0,N/A,313,18,0,4,true,2.0,0
ACCT-0710,Large,Business,857.45,1,12,14.3,2,MISSING,73,12,2,1,0,2.0,0
ACCT-0711,Medium,Business,509.64,60,13,21.9,1,7,93,29,0,2,true,7.0,0
ACCT-0712,Medium,Starter,617.26,8,9,39.9,2,8,154,7,1,0,false,5.0,0
ACCT-0713,Medium,Enterprise,435.52,12,3,31.0,2,MISSING,259,6,0,4,False,2.0,0
ACCT-0714,Small,Business,198.03,8,10,19.7,0,N/A,10,6,0,3,1,1.0,0
ACCT-0715,Enterprise,Starter,860.29,21,12,14.9,2,8,-20,4,0,2,0,9.0,0
ACCT-0716,Large,Business,2707.95,20,17,36.0,2,MISSING,187,5,0,2,false,,0
ACCT-0717,MISSING,Starter,675.01,23,10,23.3,1,1,-30,8,0,0,False,2.0,0
ACCT-0718,Small,Business,796.49,6,11,25.3,1,N/A,140,22,0,0,0,2.0,0
ACCT-0719,Large,Starter,1157.69,7,14,47.3,1,5,307,7,0,4,True,,0
ACCT-0720,Enterprise,Business,240.94,2,13,21.2,3,6,251,16,0,1,false,4.0,0
ACCT-0721,Small,Pro,2596.74,19,8,47.9,1,9,22,16,0,4,0,9.0,1
ACCT-0722,Small,Starter,782.01,1,19,56.9,2,8,94,6,0,2,false,6.0,0
ACCT-0723,Large,Starter,2454.03,16,14,43.0,0,9,144,3,0,0,false,3.0,0
ACCT-0724,Medium,Starter,370.03,37,7,11.9,0,9,234,8,0,0,false,8.0,0
ACCT-0725,Large,Pro,2848.22,40,10,33.7,0,7,234,5,1,2,True,6.0,0
ACCT-0726,Small,Starter,1236.6,11,8,37.4,3,5,354,1,0,1,true,8.0,0
ACCT-0727,Large,Pro,1035.29,11,11,40.4,0,N/A,168,4,1,2,false,10.0,0
ACCT-0728,Small,Starter,802.09,1,13,13.1,0,8,225,41,1,1,False,2.0,1
ACCT-0729,Small,Starter,545.21,20,10,55.6,2,9,141,0,1,3,true,8.0,0
ACCT-0730,Small,Business,1737.89,31,17,68.3,0,10,28,10,0,1,True,5.0,0
ACCT-0731,Large,Starter,744.18,5,7,13.3,0,MISSING,75,15,0,2,1,,1
ACCT-0732,Large,Enterprise,137.87,10,10,18.5,1,N/A,94,8,0,2,True,4.0,1
ACCT-0733,Medium,Business,272.12,33,10,28.3,1,1,-15,7,1,2,1,3.0,0
ACCT-0734,Medium,Pro,573.25,38,13,14.8,0,MISSING,7,10,0,1,False,9.0,1
ACCT-0735,Enterprise,Pro,852.35,5,9,7.5,0,MISSING,364,4,0,1,1,10.0,0
ACCT-0736,Medium,Business,635.7,14,15,59.0,3,8,212,1,1,3,0,7.0,0
ACCT-0737,Large,Starter,1763.71,4,7,13.0,1,MISSING,179,26,0,2,false,7.0,0
ACCT-0738,Medium,Starter,139.65,2,14,72.9,1,9,284,5,0,2,true,6.0,0
ACCT-0739,Medium,Starter,746.11,44,13,12.0,0,8,254,9,0,3,0,9.0,0
ACCT-0740,Medium,Business,155.34,31,14,54.5,3,7,137,6,0,1,true,3.0,0
ACCT-0741,Small,Starter,1221.42,26,10,4.8,1,10,233,0,0,3,false,1.0,0
ACCT-0742,Large,Pro,616.73,1,9,31.1,3,5,67,24,0,1,true,7.0,0
ACCT-0743,Medium,Enterprise,930.47,33,11,49.5,2,3,103,13,2,1,True,9.0,0
ACCT-0744,Small,Business,333.25,10,13,24.1,2,0,334,1,0,2,false,6.0,0
ACCT-0745,Enterprise,Pro,1851.17,8,6,15.1,0,6,150,32,1,1,false,10.0,0
ACCT-0746,Medium,Starter,1530.55,14,15,12.9,1,8,191,11,0,3,true,2.0,0
ACCT-0747,Medium,Business,1060.86,2,16,22.4,1,9,333,5,1,1,0,8.0,1
ACCT-0748,Enterprise,Pro,599.67,25,14,71.9,0,6,118,8,0,2,1,9.0,0
ACCT-0749,Medium,Starter,1057.74,16,13,77.7,5,MISSING,213,1,0,1,False,10.0,0
ACCT-0750,Small,Starter,377.85,4,10,19.6,0,6,282,7,0,1,1,8.0,0
ACCT-0751,Enterprise,Enterprise,1318.76,4,6,25.2,4,8,45,1,0,3,True,9.0,0
ACCT-0752,Medium,Pro,2488.87,4,12,27.3,0,3,338,6,0,4,false,,0
ACCT-0753,Small,Business,1566.33,1,12,43.2,0,6,231,6,0,2,false,3.0,0
ACCT-0754,Small,Business,371.04,16,11,57.1,0,1,200,17,1,3,True,3.0,0
ACCT-0755,Large,Pro,888.14,33,17,83.0,0,9,160,10,0,3,False,9.0,0
ACCT-0756,Medium,Pro,236.39,1,13,27.9,1,N/A,349,2,0,2,false,3.0,0
ACCT-0757,Medium,Pro,1051.44,1,11,52.0,0,5,103,18,0,2,1,10.0,0
ACCT-0758,Enterprise,Starter,953.83,15,6,38.0,1,7,278,7,0,3,True,1.0,0
ACCT-0759,Large,Pro,149.03,31,6,40.8,1,0,221,7,0,2,false,3.0,0
ACCT-0760,Small,Business,262.58,7,13,20.4,2,MISSING,357,1,0,1,1,2.0,0
ACCT-0761,Small,Pro,530.32,8,15,32.7,0,N/A,214,16,0,6,True,,0
ACCT-0762,Small,Business,522.86,16,14,54.5,3,2,234,21,0,2,True,1.0,0
ACCT-0763,Large,Pro,252.75,6,8,48.5,3,7,294,12,0,2,True,,0
ACCT-0764,Small,Pro,907.94,1,11,49.8,3,MISSING,299,23,0,1,False,1.0,0
ACCT-0765,Medium,Pro,813.36,24,12,49.9,1,8,336,3,0,0,True,9.0,0
ACCT-0766,Large,Pro,569.4,18,11,32.3,0,9,312,16,2,2,0,7.0,0
ACCT-0767,Enterprise,Business,363.35,16,16,60.0,1,7,-27,5,1,2,true,1.0,1
ACCT-0768,Small,Starter,1539.12,24,16,21.2,2,10,6,1,1,2,true,10.0,0
ACCT-0769,Large,Pro,2500.7,20,9,36.7,2,MISSING,40,9,0,2,True,6.0,0
ACCT-0770,Small,Starter,451.76,4,16,31.4,1,MISSING,231,9,1,1,false,5.0,0
ACCT-0771,Large,Starter,407.59,8,15,35.3,1,N/A,206,3,0,7,true,10.0,1
ACCT-0772,Small,Pro,985.32,2,15,36.8,1,8,276,0,0,4,1,5.0,0
ACCT-0773,Medium,Pro,499.48,3,15,17.7,3,9,324,2,0,3,1,4.0,0
ACCT-0774,Large,Enterprise,594.95,20,19,34.3,1,7,147,4,0,4,false,3.0,0
ACCT-0775,Small,Pro,1201.98,35,12,43.0,1,MISSING,65,1,0,2,1,8.0,0
ACCT-0776,Small,Business,144.39,59,16,16.5,1,N/A,196,2,0,2,0,7.0,0
ACCT-0777,Large,Pro,1909.59,18,8,34.0,2,8,-20,4,1,0,false,5.0,0
ACCT-0778,Large,Pro,704.96,4,16,63.7,0,0,235,26,1,5,1,9.0,0
ACCT-0779,Medium,Starter,478.57,2,12,43.3,2,9,158,12,0,1,True,,0
ACCT-0780,Large,Starter,619.31,30,16,21.5,4,MISSING,178,3,0,3,1,10.0,0
ACCT-0781,Medium,Starter,645.45,16,16,19.4,1,9,-18,24,0,3,True,2.0,0
ACCT-0782,Small,Pro,166.51,17,8,41.8,2,5,346,8,1,1,1,7.0,0
ACCT-0783,Small,Starter,2199.42,27,10,88.0,1,0,131,5,1,0,1,7.0,0
ACCT-0784,Small,Starter,687.5,22,4,24.2,0,7,29,5,1,1,1,4.0,1
ACCT-0785,Enterprise,Starter,948.04,32,16,26.6,5,MISSING,-26,4,1,0,True,8.0,1
ACCT-0786,Medium,Enterprise,1424.02,1,9,34.7,0,MISSING,171,2,0,2,1,4.0,0
ACCT-0787,Medium,Starter,293.85,25,12,33.6,0,MISSING,-19,4,0,0,1,7.0,0
ACCT-0788,Medium,Pro,971.44,34,11,31.0,2,N/A,310,6,1,0,0,4.0,0
ACCT-0789,Enterprise,Starter,536.94,6,13,18.3,3,9,209,6,1,3,False,8.0,1
ACCT-0790,Small,Pro,1309.52,18,8,28.0,2,10,342,11,1,2,True,3.0,1
ACCT-0791,Medium,Starter,121.29,7,11,67.9,1,9,347,4,0,2,0,2.0,0
ACCT-0792,Medium,Starter,614.45,57,13,38.6,0,N/A,194,10,0,2,true,10.0,0
ACCT-0793,Medium,Pro,410.65,1,8,10.2,1,8,151,7,2,3,false,6.0,0
ACCT-0794,Small,Starter,939.93,16,13,46.1,2,10,266,26,0,1,False,7.0,0
ACCT-0795,Enterprise,Starter,968.78,3,12,82.6,2,4,273,4,0,2,0,7.0,0
ACCT-0796,Enterprise,Starter,377.62,22,9,68.6,1,6,276,19,1,0,0,6.0,0
ACCT-0797,Medium,Starter,376.25,3,13,30.8,3,MISSING,147,14,1,0,1,8.0,1
ACCT-0798,Large,Starter,608.79,5,13,14.6,1,MISSING,87,8,0,5,true,6.0,0
ACCT-0799,Enterprise,Starter,324.63,12,20,61.2,1,9,321,9,1,2,true,,0
ACCT-0800,Large,Business,1304.52,44,15,56.8,0,1,45,1,0,1,1,,0
ACCT-0801,Small,Pro,495.04,4,13,1.9,3,MISSING,15,24,1,1,0,2.0,1
ACCT-0802,Medium,Pro,65.0,3,13,56.0,6,N/A,196,1,1,0,0,7.0,0
ACCT-0803,Medium,Starter,492.82,26,11,18.7,4,8,325,7,0,2,1,6.0,0
ACCT-0804,Medium,Enterprise,289.79,12,12,16.4,2,10,263,3,0,1,False,,1
ACCT-0805,Large,Starter,180.36,44,10,28.0,1,8,209,4,0,1,True,,0
ACCT-0806,Enterprise,Starter,247.17,3,7,42.8,0,8,317,8,0,4,False,,0
ACCT-0807,Enterprise,Pro,725.98,19,15,21.6,0,MISSING,110,19,0,2,True,1.0,0
ACCT-0808,Medium,Starter,1925.45,5,15,66.6,2,4,173,5,1,1,true,3.0,0
ACCT-0809,Small,Starter,854.53,3,13,48.1,4,3,119,35,0,1,false,5.0,1
ACCT-0810,MISSING,Pro,409.44,21,9,18.5,1,0,99,7,0,1,1,4.0,0
ACCT-0811,Large,Business,957.88,16,7,61.0,2,7,318,1,0,3,False,2.0,0
ACCT-0812,Small,Pro,460.69,25,10,50.3,1,4,302,2,0,3,true,8.0,0
ACCT-0813,Enterprise,Business,381.58,7,8,35.2,2,5,238,10,1,0,False,,0
ACCT-0814,Enterprise,Enterprise,264.15,11,21,33.6,0,0,282,0,0,2,0,,0
ACCT-0815,Medium,Starter,163.78,9,11,61.9,0,5,106,5,0,2,True,7.0,0
ACCT-0816,Medium,Starter,486.9,60,13,26.7,3,7,85,1,0,1,1,,0
ACCT-0817,Medium,Starter,754.79,6,9,76.0,0,1,320,5,0,1,0,2.0,0
ACCT-0818,Small,Pro,615.66,6,14,32.0,2,10,130,11,1,0,True,6.0,0
ACCT-0819,Small,Pro,476.86,8,8,35.3,2,9,124,5,0,0,0,4.0,0
ACCT-0820,Large,Enterprise,312.12,15,13,39.0,1,3,142,1,0,2,True,5.0,0
ACCT-0821,Small,Business,1082.03,5,14,26.3,2,10,99,2,0,3,True,9.0,0
ACCT-0822,Small,Pro,231.9,44,14,19.2,0,MISSING,48,4,0,1,0,9.0,0
ACCT-0823,Medium,Starter,1237.47,6,19,7.3,3,MISSING,26,1,0,2,true,4.0,0
ACCT-0824,Medium,Business,298.34,41,13,52.4,5,0,320,7,0,2,1,8.0,0
ACCT-0825,Enterprise,Enterprise,364.33,2,20,58.7,3,N/A,26,7,0,2,false,5.0,0
ACCT-0826,Small,Business,205.73,19,9,72.4,1,7,332,1,0,1,False,9.0,1
ACCT-0827,Small,Starter,445.36,43,11,69.1,0,2,304,4,0,3,True,2.0,0
ACCT-0828,Large,Pro,1451.35,3,10,19.0,2,6,103,4,0,0,1,,1
ACCT-0829,Medium,Starter,1004.76,60,9,27.5,0,7,-17,3,1,3,False,3.0,0
ACCT-0830,Small,Starter,1454.97,11,11,37.4,0,9,252,7,1,2,1,,1
ACCT-0831,Medium,Starter,1010.01,52,6,30.0,2,10,263,3,0,1,0,2.0,0
ACCT-0832,Small,Pro,275.08,20,14,52.3,0,N/A,116,4,0,1,False,3.0,0
ACCT-0833,Small,Pro,510.49,6,6,64.7,2,6,96,13,1,2,1,9.0,0
ACCT-0834,Medium,Starter,356.32,4,9,19.6,3,7,229,1,0,1,false,8.0,0
ACCT-0835,Medium,Starter,1928.43,7,16,5.3,1,7,283,8,0,2,1,2.0,0
ACCT-0836,Enterprise,Pro,255.33,2,8,64.3,1,7,187,6,0,3,1,6.0,0
ACCT-0837,Medium,Starter,1359.62,3,11,56.4,3,MISSING,362,3,0,1,True,3.0,0
ACCT-0838,Medium,Starter,1358.81,2,8,17.8,1,N/A,202,10,0,2,True,,0
ACCT-0839,Medium,Pro,2874.68,10,18,24.2,4,MISSING,338,6,0,3,True,5.0,1
ACCT-0840,Small,Business,479.26,29,8,8.4,1,N/A,137,5,0,3,0,,0
ACCT-0841,Large,Starter,1175.98,3,14,54.9,7,8,112,9,0,4,1,4.0,0
ACCT-0842,Small,Starter,4127.06,3,10,43.1,2,8,229,13,0,1,false,7.0,0
ACCT-0843,MISSING,Starter,405.81,19,11,64.7,4,9,187,29,0,2,False,10.0,0
ACCT-0844,Small,Enterprise,194.8,4,11,64.2,2,8,277,8,0,3,True,,0
ACCT-0845,Medium,Pro,147.82,2,8,36.6,0,MISSING,115,17,0,1,true,4.0,0
ACCT-0846,Small,Pro,1176.35,3,12,14.9,4,8,68,0,0,0,1,,0
ACCT-0847,MISSING,Starter,147.45,46,11,8.8,1,6,151,6,0,0,false,4.0,0
ACCT-0848,Medium,Pro,493.81,31,14,14.6,1,N/A,138,2,0,0,false,2.0,0
ACCT-0849,Medium,Starter,943.74,8,18,26.1,5,MISSING,202,1,0,0,True,4.0,0
ACCT-0850,Small,Pro,771.35,19,13,31.6,0,8,62,6,0,4,0,4.0,0
ACCT-0851,Large,Enterprise,934.82,14,12,26.6,1,10,86,11,0,1,True,5.0,0
ACCT-0852,Small,Pro,794.59,20,12,65.0,0,2,-27,4,0,2,0,1.0,0
ACCT-0853,Enterprise,Business,1850.28,21,13,49.8,1,9,54,9,0,0,true,2.0,0
ACCT-0854,Small,Business,310.49,18,15,72.5,1,1,136,5,0,3,true,,0
ACCT-0855,Small,Starter,386.99,6,11,32.1,5,0,-24,5,1,0,True,8.0,0
